"","name","cmnt","like","year","month","day","hour"
"1426","Zhaukhar Serikkizi","Кимге ерегесип,болмаса кимнин аузына какпак болам деп журсин? Шешкесин биржола шешинбедин бе?!!!",5,2016,4,22,2
"1431","Ulan Akhmetov","Если казашкам ""нельзя"", то и казахам должно быть ""нельзя"" ))))))) правда последнее, крайне сложно представить ""девственник в 30"" лет ))))))))))",12,2016,4,22,2
"1436","Alihan Bakaev","Ура ,алга",0,2016,4,22,2
"1441","Ilya Kharchenko","Асель, отважно!!! Так держать!",2,2016,4,22,2
"1446","Olga Agapova","Баяндарова 😂😂😂 вот прям бесишь😂😂 ты зачем общество расшатываешь?!?))))) народу и так не легко, а тут ты ещё со своей красотой неземной😂😂😂 Обожаю тебя, провокатор ты наш😂❤️❤️❤️",16,2016,4,22,2
"1451","El KarmaNew","А я отдельных комментаторов ""обожаю""))))))))) это ж за пределами моего вселенского понимания))))",2,2016,4,22,3
"1456","Olga Agapova","😂😂😂",1,2016,4,22,5
"1461","Aigul Ibrayeva","Абден толгатыпсыз гой жазам деп...",1,2016,4,22,2
"1466","Assel SakibZhan","Супер!",0,2016,4,22,2
"1471","Almagul Menlibayaeva","Spasibo!",0,2016,4,22,2
"1476","Асель Жаксыбаева","Крута!",2,2016,4,22,2
"1481","Рустам Исмаилов","Молочинка kiss emoticon и красотка",0,2016,4,22,2
"1486","Ibragimov Nariman","И?",0,2016,4,22,2
"1491","Birzhan Gunner Tastanov","Ұят",0,2016,4,22,2
"1496","Irina Gnikh","Вас очень интересно читать, Асель! Такие смелые посты в консервативном обществе это - поступок! Как говорила одна очень мудрая женщина, те, кто больше всех кричат о развращенности других, имеют больше любовников, чем все развращенные (по их мнению) вместе взятые!",14,2016,4,22,2
"1501","Kanipa Abeldinova","Вы правы. Я также заметила, что эти, с опущенными глазками, с мяукающими голосками те еще гулены. Мало того, коварные и подлые, знающие как затащить в сети мужчин, якобы ценящих целомудренность ( хотя сами из саун и т.п. не вылазят)))",2,2016,4,22,3
"1506","Uandykova Mafura","Асель, вы абсолютно все правильно пишите, смело, открыто, однако в некоторых вопросах есть у нас свой менталитет, восточная, азиатская скромность, которой, думаю, надо следовать по внутреннему зову, в вас этого вероятно нет, возможно вы в этом не виноваты",3,2016,4,22,2
"1511","Елена Рахмедьянова","Секса хотите?Так и скажите.Что так уж и все напоказ.Мы без вас все о сексе знаем и наслаждались ,А ты грязи захотела... нехорошо.. Анатомия и физиология человека это наука,а не секс.Секс это химия,желание,любовь,жизнь.",14,2016,4,22,2
"1517","Алия Дельдибаева","Странно фото с отдыха на пляже никто не критикует ,а на фоне шкафа понеслось)))",26,2016,4,22,2
"1522","Un Iz","Ну если вы или я заявимся на пляж в шубе норковой и сапогах с шапками на головах , то тоже отгребем )). Тут вопрос уместности наряда в том или ином месте и в том или ином контексте ). Думаю, что фото в обнаженном полностью виде и сделанное художественно,в красивом ракурсе , выглядело бы гораздо интереснее и уместнее чем в зеленых плавках)",1,2016,4,22,6
"1527","Нурдаулет Камилханов","Фигуран ничо екен",0,2016,4,22,2
"1532","Indira Bimakhan","Какой результат👍🏼 красиво",0,2016,4,22,2
"1537","Алексей Серков","Никого не слушай! Тебе можно ВСЁ! wink emoticon",1,2016,4,22,2
"1542","Yerzhan Ikhsanov","Оз абыройынды ойламаган екенсын уиындегы еркектердын абыройын ойласан кайтеды акеннын ага - ыныннын",4,2016,4,22,2
"1547","Jama Salieva","👍🏼👍🏼👍🏼👍🏼👍🏼",0,2016,4,22,2
"1552","Айнур Тажибаева","Фигура красия, но показать красоту тела можно и не оголяя ее.....",3,2016,4,22,2
"1557","Un Iz","Как раз наоборот нужно было полностью оголить , но снять творчески в правильном развороте и сделать черно-белым чтобы был посыл художника .",0,2016,4,22,6
"1562","Баха Жанбауов","ковер хороший))",3,2016,4,22,2
"1567","Gaukhar Tass","Чем толще тетенька тем целомудреннее( по следам комментариев) .",29,2016,4,22,2
"1572","Kanipa Abeldinova","Kanipa Abeldinova",0,2016,4,22,3
"1577","Manshuk Sultanova","Точно 😂",0,2016,4,22,3
"1582","Даулет Биржевой","прикола ради попробуйте написать эротическо-порнографический рассказик на казахском языке. Уржотесь пока опишите))))",13,2016,4,22,2
"1587","Баха Жанбауов","на заднем фоне не видно лифчика))",0,2016,4,22,2
"1592","Saltanat Iskalieva","Созим жок.ужас",1,2016,4,22,2
"1597","Sandro Eduard","Очень сильно и своевременно:) 👍🏻",0,2016,4,22,2
"1602","Аманжол Мергенбаев","Фигураныз ат екен.",0,2016,4,22,2
"1607","Маконя Измайлова","Мама дорогая.😯Кто вас до такой жизни довел милая?",4,2016,4,22,2
"1612","Tako Semey","Диссонанс говнобака и дыни!",1,2016,4,22,2
"1617","Ляззат Канлыбаева","Асель здравствуйте))) очень смелый поступок! Как Вы? Где работаете сейчас? Совсем ушли с анестезиологии?",0,2016,4,22,2
"1622","Zhanar Oraz","?",0,2016,4,22,2
"1627","Abat Yestenov","Хороший пост, секс в культуру людей вошёл ещё в 80-е, в нашей стране многие люди живут со старыми шаблонами ""стыдно"", ""неприлично"" и т.д. Секс - это один из основных инстинктов каждого человека, продолжение рода. В своё время Зигмунд Фрейд привёл теорию, жизнь крутится вокруг еды, секса и самовыражения с присущей долей удовольствия. Если мы не получаем в процессе трапезы удовольствие это-механизм, также и с сексом.",3,2016,4,22,2
